dam_name,dam_lat,dam_lon,state,local_river,capacity_mcm,YearOfCompletion,YearSource,assigned_seg_id,assigned_river,match_method,snap_dist_km
Fateh Sagar Dam,24.6011,73.6794,Rajasthan,Berach,12.09,1889.0,"NRLD_2019 (score=0.60, method=first_word_match)",3750.0,Ahar,tier1_existing,1.9321769999999998
Buchara Dam,27.5908,75.9686,Rajasthan,Sabi,16.36,1889.0,"NRLD_2019 (score=0.60, method=first_word_match)",3244.0,Sota,tier1_existing,0.142413
Chaparwara Dam,26.6214,75.2575,Rajasthan,Banas,35.0,1894.0,"NRLD_2019 (score=0.60, method=first_word_match)",3445.0,Mashi,tier1_existing,1.091019
Sainthal Sagar Dam,27.0303,76.2608,Rajasthan,Banganga,13.73,,Not found,3519.0,Sanwan,tier1_existing,0.502275
Sheel Ki Dungri Dam,26.6375,75.9528,Rajasthan,Dhudh,4.17,1900.0,"NRLD_2019 (score=0.60, method=first_word_match)",3396.0,Dhund,tier1_existing,1.57287
Ram Garh Dam,27.0456,76.06,Rajasthan,Banganga,75.0,1901.0,"NRLD_2019 (score=0.60, method=first_word_match)",3398.0,Banganga,tier1_existing,0.018315
Mandal Dam,25.4514,74.5672,Rajasthan,Local Nalla,13.8,1973.0,"NRLD_2019 (score=0.60, method=first_word_match)",3718.0,Kothari,tier3_nearest,4.55
Dheel Dam,26.2233,76.1172,Rajasthan,Morel,27.73,1911.0,"NRLD_2019 (score=0.60, method=first_word_match)",3406.0,Dhil,tier1_existing,0.04995
Bhopal Sagar Dam,24.8522,74.1992,Rajasthan,Berach,18.54,1936.0,"NRLD_2019 (score=0.60, method=first_word_match)",3728.0,Jashma,tier1_existing,0.086358
Chittoli Dam,27.4931,76.1319,Rajasthan,Sabi,24.536,1950.0,"NRLD_2019 (score=0.60, method=first_word_match)",3245.0,Sota,tier3_nearest,5.39
Govta Dam,25.1692,75.0522,Rajasthan,Manali,10.48,1955.0,"NRLD_2019 (score=0.60, method=first_word_match)",3716.0,Menali,tier1_existing,0.15173699999999998
Needar Dam,26.3197,77.1883,Rajasthan,Odher,9.795,1990.0,"NRLD_2019 (score=0.60, method=first_word_match)",3339.0,Chambal,tier3_nearest,9.21
Patan (Deosagar) Dam,25.9158,74.3625,Rajasthan,Local Nalla,6.94,,Not found,3693.0,Khari,tier3_nearest,9.72
Surwal Dam,26.0803,76.3417,Rajasthan,Gambhir,25.983,1958.0,"NRLD_2019 (score=0.60, method=first_word_match)",3413.0,Gambhir,tier1_existing,0.698523
Bagolia Dam,24.8142,73.9536,Rajasthan,Berach,19.42,1956.0,"NRLD_2019 (score=0.60, method=first_word_match)",3752.0,Berach,tier1_existing,0.10722599999999999
Kalisil Dam,26.2706,76.7672,Rajasthan,Kalisil Banas,41.7,1956.0,"NRLD_2019 (score=0.60, method=first_word_match)",3338.0,Karisil,tier1_existing,0.16461299999999998
Man Sarowar Dam,25.9228,76.4397,Rajasthan,Chambal,17.487,1957.0,"NRLD_2019 (score=0.60, method=first_word_match)",3747.0,Chambal,tier2_river_name,9.96
Paibala Pura Dam,25.6989,75.8739,Rajasthan,Mej River,12.96,1957.0,"NRLD_2019 (score=0.60, method=first_word_match)",3786.0,Machhli,tier3_nearest,9.81
Juggar Dam,26.72,77.0961,Rajasthan,Juggar Banas,34.97,1957.0,"NRLD_2019 (score=0.60, method=first_word_match)",3355.0,Sesar,tier3_nearest,7.29
Bundika Gothra Dam,25.6917,75.6481,Rajasthan,Mej River,28.4,,Not found,3441.0,Bajyan,tier1_existing,0.342768
Sareri Dam,25.6936,74.5694,Rajasthan,Mansi,55.77,1957.0,"NRLD_2019 (score=0.60, method=first_word_match)",3695.0,Mansi,tier1_existing,0.395049
Khari Dam,25.7058,74.2817,Rajasthan,Khari,38.96,1957.0,"NRLD_2019 (score=0.60, method=first_word_match)",3691.0,Khari,tier1_existing,0.191031
Arwar Dam,25.8144,74.8075,Rajasthan,Khari,47.91,1957.0,"NRLD_2019 (score=0.60, method=first_word_match)",3695.0,Mansi,tier1_existing,0.6358079999999999
Pgachki Bawri Dam,25.6367,75.4456,Rajasthan,Began,5.62,1957.0,"NRLD_2019 (score=0.60, method=first_word_match)",3727.0,Mej,tier3_nearest,14.65
Kala Bhata Dam,25.6206,74.0817,Rajasthan,Khari,4.25,1958.0,"NRLD_2019 (score=0.60, method=first_word_match)",3691.0,Khari,tier1_existing,2.055387
Bhimlat Dam,25.2986,75.4014,Rajasthan,Bhimlat,11.69,1958.0,"NRLD_2019 (score=0.60, method=first_word_match)",3783.0,Manoli,tier3_nearest,10.42
Chandrabhaga Dam,25.1717,74.0736,Rajasthan,Chandrabhaga,9.96,,Not found,3709.0,Chandrabhaga,tier1_existing,0.22755000000000003
Nandsamand Dam,24.9272,73.7811,Rajasthan,Banas,21.22,1958.0,"NRLD_2019 (score=0.60, method=first_word_match)",3741.0,Banas,tier1_existing,0.002664
Meja Dam,25.3931,74.54,Rajasthan,Kothari,84.0,1987.0,"NRLD_2019 (score=0.60, method=first_word_match)",3718.0,Kothari,tier1_existing,0.11255399999999999
Gudha Dam,25.4933,75.4586,Rajasthan,Mejchambal,95.58,1958.0,"NRLD_2019 (score=0.60, method=first_word_match)",3727.0,Mej,tier1_existing,0.350538
Matrikundiya Dam,25.0372,74.3147,Rajasthan,Banas,50.67,1991.0,"NRLD_2019 (score=0.60, method=first_word_match)",3712.0,Banas,tier1_existing,0.14918399999999998
Gambhiri Dam,24.7025,74.7306,Rajasthan,Gambhiri,54.98,1958.0,"NRLD_2019 (score=0.60, method=first_word_match)",3738.0,Gambhiri,tier1_existing,0.018315
Nagdi Dam,25.6156,75.2856,Rajasthan,Nagdi,5.15,1959.0,"NRLD_2019 (score=0.60, method=first_word_match)",3702.0,Banas,tier3_nearest,5.88
Morel Dam,26.4467,76.3375,Rajasthan,Morel,76.635,1959.0,"NRLD_2019 (score=0.60, method=first_word_match)",3402.0,Morel,tier1_existing,0.395049
Galwa Dam,25.8822,76.0176,Rajasthan,Galwa,48.73,1960.0,"NRLD_2019 (score=0.60, method=first_word_match)",3435.0,Galwa,tier1_existing,0.881673
Mashi Dam,26.4167,75.7667,Rajasthan,Mashi,48.127,1960.0,"NRLD_2019 (score=0.60, method=first_word_match)",3424.0,Mashi,tier1_existing,0.80142
Kota Barrage Dam,25.1764,75.8253,Rajasthan,Chambal,112.06,,Not found,3618.0,Chambal,tier1_existing,0.086358
Atawara Dam,25.3507,74.1797,Rajasthan,Banas,5.235,1961.0,"NRLD_2019 (score=0.60, method=first_word_match)",3726.0,Bahmnai,tier3_nearest,8.02
Banakiya Dam,24.905,74.4956,Rajasthan,Local Nalla,9.43,1962.0,"NRLD_2019 (score=0.60, method=first_word_match)",3735.0,Berach,tier3_nearest,2.41
Alnia Dam,25.0039,75.8772,Rajasthan,Alnia,43.72,1960.0,"NRLD_2019 (score=0.60, method=first_word_match)",3621.0,Alnia,tier3_nearest,14.52
Parbati Dam,26.6281,77.4469,Rajasthan,Parbati,115.167,1963.0,"NRLD_2019 (score=0.60, method=first_word_match)",3358.0,Parbati,tier1_existing,0.355866
Gadola Dam,24.1306,74.8325,Rajasthan,Local Nalla,5.07,1964.0,"NRLD_2019 (score=0.60, method=first_word_match)",3642.0,Retam,tier3_nearest,10.11
Kaladeh Dam,24.98,74.0789,Rajasthan,Local Nallah,2.04,1964.0,"NRLD_2019 (score=0.60, method=first_word_match)",3711.0,Banas,tier3_nearest,9.12
Berach/Vallabh Nagar Dam,24.6556,73.9883,Rajasthan,Berach,30.46,1972.0,Wikipedia,3751.0,Berach,tier1_existing,0.180486
Ladki Dam,25.4122,74.0786,Rajasthan,Kothari,3.795,1966.0,"NRLD_2019 (score=0.60, method=first_word_match)",3690.0,Kothari,tier2_river_name,7.16
Ranapratap Sager Dam,24.9169,75.5814,Rajasthan,Chambal,2898.69,1970.0,Wikipedia,3615.0,Chambal,tier1_existing,0.06282599999999999
Orai Dam,25.0361,74.8456,Rajasthan,Orai,35.28,1973.0,"NRLD_2019 (score=0.60, method=first_word_match)",3717.0,Berach,tier3_nearest,2.2
Badgaon Dam,24.7081,74.0892,Rajasthan,Berach,31.52,1973.0,"NRLD_2019 (score=0.60, method=first_word_match)",3731.0,Berach,tier1_existing,0.07214999999999999
Jawaharsagar Dam,25.0372,75.6778,Rajasthan,Chambal,67.07,1972.0,"NRLD_2019 (score=0.60, method=first_word_match)",3618.0,Chambal,tier1_existing,0.047064
Panchana Dam,26.5625,77.005,Rajasthan,Gambhiri,54.95,2006.0,"NRLD_2019 (score=0.60, method=first_word_match)",3365.0,Gambhir,tier1_existing,0.0
Morasagar Dam,26.6644,76.5394,Rajasthan,Banas,12.93,1934.0,"NRLD_2019 (score=0.60, method=first_word_match)",3403.0,Kareli,tier3_nearest,14.03
Abhaya Pura Dam,25.3031,75.4469,Rajasthan,Bhimlat,7.44,1976.0,"NRLD_2019 (score=0.60, method=first_word_match)",3783.0,Manoli,tier3_nearest,6.47
Jetpura Dam,25.25,75.2061,Rajasthan,Unli,18.54,1978.0,"NRLD_2019 (score=0.60, method=first_word_match)",3723.0,Unli,tier3_nearest,11.91
Borda Dam,24.9983,74.5639,Rajasthan,Local Nallah,5.04,1979.0,"NRLD_2019 (score=0.60, method=first_word_match)",3736.0,Berach,tier3_nearest,11.63
Gopalpura Dam,25.1644,76.7317,Rajasthan,Chambal,32.65,1980.0,"NRLD_2019 (score=0.60, method=first_word_match)",3766.0,Khul,tier3_nearest,4.71
Kanyakheri Dam,25.2536,74.6242,Rajasthan,Local Nalla,4.33,1987.0,"NRLD_2019 (score=0.60, method=first_word_match)",3714.0,Banas,tier1_existing,2.124873
Modia Mahadev Dam,24.8447,74.7842,Rajasthan,Local Nalla,3.885,,Not found,3737.0,Gambhiri,tier3_nearest,12.68
Jhadol Dam,25.4431,74.9111,Rajasthan,Banas,10.335,1980.0,"NRLD_2019 (score=0.60, method=first_word_match)",3703.0,Banas,tier2_river_name,6.84
Titora Dam,25.375,75.2294,Rajasthan,Local Nalla,1.358,1982.0,"NRLD_2019 (score=0.60, method=first_word_match)",3727.0,Mej,tier3_nearest,4.68
Anwasa Dam,25.2453,75.1219,Rajasthan,Local Nallah,2.82,1981.0,"NRLD_2019 (score=0.60, method=first_word_match)",3723.0,Unli,tier3_nearest,4.9
Devliya Dam,25.2781,74.1433,Rajasthan,Local Nallah,2.38,1982.0,"NRLD_2019 (score=0.60, method=first_word_match)",3709.0,Chandrabhaga,tier3_nearest,11.82
Mandol Dam,25.4522,74.5656,Rajasthan,Banas,6.8,,Not found,3718.0,Kothari,tier3_nearest,4.72
Damti Kokra Dam,25.1519,75.1397,Rajasthan,Local Nalla,4.73,1989.0,"NRLD_2019 (score=0.60, method=first_word_match)",3716.0,Menali,tier3_nearest,7.42
Saran Kheri Dam,24.4669,76.145,Rajasthan,Jahugiya,6.23,1983.0,"NRLD_2019 (score=0.60, method=first_word_match)",3563.0,Kali Sindh,tier3_nearest,7.38
Wagon Dam,24.4947,74.4078,Rajasthan,Wagon,40.65,1984.0,"NRLD_2019 (score=0.60, method=first_word_match)",3730.0,Berach,tier3_nearest,5.85
Panghatiya Dam,25.8775,74.4194,Rajasthan,Local Nalla,1.274,1984.0,"NRLD_2019 (score=0.60, method=first_word_match)",3693.0,Khari,tier3_nearest,2.66
Luharia Dam,24.7086,74.3339,Rajasthan,Local Nalla,2.917,1984.0,"NRLD_2019 (score=0.60, method=first_word_match)",3729.0,Berach,tier3_nearest,2.64
Kothari Stage 1 Dam,25.3169,74.9958,Rajasthan,Kothari,26.05,,Not found,3718.0,Kothari,tier1_existing,0.086358
Barkheri Dam,24.8714,74.7278,Rajasthan,Local,1.598,1985.0,"NRLD_2019 (score=0.60, method=first_word_match)",3737.0,Gambhiri,tier3_nearest,8.19
Bassi Dam,25.0317,74.8228,Rajasthan,Col Nala,23.2,1986.0,"NRLD_2019 (score=0.60, method=first_word_match)",3717.0,Berach,tier1_existing,0.17005199999999998
Pachanpura Dam,25.07,75.2872,Rajasthan,Local Nalla,10.05,1990.0,"NRLD_2019 (score=0.60, method=first_word_match)",3614.0,Chambal,tier3_nearest,11.45
Bhimsagar Dam,24.5625,76.3344,Rajasthan,Kalisindh,76.55,1997.0,"NRLD_2019 (score=0.60, method=first_word_match)",3566.0,Ujar,tier1_existing,0.020313
Sawan Bhado Dam,24.8217,76.0958,Rajasthan,Local,29.82,2001.0,"NRLD_2019 (score=0.60, method=first_word_match)",3560.0,Amjar,tier3_nearest,9.72
Patiyal Dam,25.21,75.2406,Rajasthan,Banas,1.708,1992.0,"NRLD_2019 (score=0.60, method=first_word_match)",3723.0,Unli,tier3_nearest,16.83
Sushil Sagar Dam,25.3219,75.3297,Rajasthan,Local Nallah,2.202,1991.0,"NRLD_2019 (score=0.60, method=first_word_match)",3727.0,Mej,tier3_nearest,10.08
Shiv-Sagar Dam,25.2519,75.3281,Rajasthan,Mej River,2.095,1993.0,"NRLD_2019 (score=0.60, method=first_word_match)",3727.0,Mej,tier3_nearest,16.83
Dorai Dam,24.9378,74.9572,Rajasthan,Brahmani,8.5,1995.0,"NRLD_2019 (score=0.60, method=first_word_match)",3614.0,Chambal,tier3_nearest,15.74
Bilas Dam,25.0472,76.8283,Rajasthan,Bilas,28.9,1996.0,"NRLD_2019 (score=0.60, method=first_word_match)",3763.0,Bilas,tier2_river_name,3.77
Pitha Ka Mund Dam,25.2433,75.1225,Rajasthan,Banas,1.89,1997.0,"NRLD_2019 (score=0.60, method=first_word_match)",3724.0,Banas,tier2_river_name,7.19
Sanwariya Sarowar Dam,24.5861,74.4011,Rajasthan,Erau,5.18,,Not found,3730.0,Berach,tier3_nearest,6.66
Jude Ka Naka Dam,25.3697,74.7125,Rajasthan,Local Nalla,1.78,1999.0,"NRLD_2019 (score=0.60, method=first_word_match)",3718.0,Kothari,tier1_existing,0.012987
Motipura Dam,25.7078,74.4742,Rajasthan,Local Nallah,1.16,1999.0,"NRLD_2019 (score=0.60, method=first_word_match)",3695.0,Mansi,tier3_nearest,8.09
Bari Mansarowar Dam,24.5164,74.6564,Rajasthan,Local Nalla,9.482,,Not found,3739.0,Kadmali,tier3_nearest,10.86
Bisalpur Dam,25.9247,75.4558,Rajasthan,Banas,1095.84,1999.0,"NRLD_2019 (score=0.60, method=first_word_match)",3432.0,Banas,tier1_existing,0.222333
Navratan Sagar Dam,25.5178,75.3422,Rajasthan,Local Nallah,2.27,,Not found,3727.0,Mej,tier3_nearest,4.68
Kanota Dam,26.9128,75.9325,Rajasthan,Dhoond,14.13,2001.0,"NRLD_2019 (score=0.60, method=first_word_match)",3397.0,Dhund,tier1_existing,0.023532
Ruparel Dam,25.0592,74.9506,Rajasthan,Ruparel,9.71,2004.0,"NRLD_2019 (score=0.60, method=first_word_match)",3715.0,Berach,tier3_nearest,11.79
Chauli Dam,24.2458,76.0928,Rajasthan,Chauli,53.5,2006.0,"NRLD_2019 (score=0.60, method=first_word_match)",3570.0,Chauli,tier2_river_name,2.41
Chhapi Dam,24.3419,76.4719,Rajasthan,Chhapi,82.57,2005.0,"NRLD_2019 (score=0.60, method=first_word_match)",3572.0,Chhapi,tier1_existing,0.065379
Lassaria Dam,26.0483,75.1814,Rajasthan,Dai,11.49,1981.0,"NRLD_2019 (score=0.60, method=first_word_match)",3430.0,Dai,tier1_existing,0.041847
Udai Sagar Dam,24.5783,73.8228,Rajasthan,Berach,31.14,1585.0,"NRLD_2019 (score=0.60, method=first_word_match)",3750.0,Ahar,tier1_existing,0.13508699999999998
Uncha Dam,24.5836,74.6225,Rajasthan,Local Nalla,2.605,1984.0,"NRLD_2019 (score=0.60, method=first_word_match)",3739.0,Kadmali,tier3_nearest,8.92
Mundliya Kheri Dam,24.525,76.1556,Rajasthan,Local Nallah,4.42,,Not found,3563.0,Kali Sindh,tier3_nearest,6.98
Jaisamand Dam,27.4919,76.5864,Rajasthan,Ruparail,26.95,1910.0,"NRLD_2019 (score=0.60, method=first_word_match)",3520.0,Barah,tier3_nearest,5.04
Soniyana Dam,25.1406,74.6686,Rajasthan,Local Nallah,6.8,,Not found,3714.0,Banas,tier3_nearest,8.38
Nahar Sagar Dam,25.7361,74.9519,Rajasthan,Sameliya,24.63,1909.0,"NRLD_2019 (score=0.60, method=first_word_match)",3699.0,Sameliya,tier1_existing,0.264291
Kukas Dam,27.0339,75.8871,Rajasthan,Local,43.75,1901.0,"NRLD_2019 (score=0.60, method=first_word_match)",3397.0,Dhund,tier3_nearest,13.02
Sankal Khera Dam,24.8147,74.75,Rajasthan,Local Nallah,3.15,2008.0,"NRLD_2019 (score=0.60, method=first_word_match)",3737.0,Gambhiri,tier3_nearest,8.02
Lhasi Dam,24.5828,76.7,Rajasthan,Lhasi,30.8,1619.0,"NRLD_2019 (score=0.60, method=first_word_match)",3755.0,Andheri,tier3_nearest,5.99
Piplad Dam,24.4067,75.8892,Rajasthan,Piplad,24.14,2011.0,"NRLD_2019 (score=0.60, method=first_word_match)",3602.0,Ahu,tier3_nearest,4.89
Takli Dam,24.7017,75.8794,Rajasthan,Takli,33.74,,Not found,3560.0,Amjar,tier1_existing,0.020313
Gagrin Dam,24.1264,75.9006,Rajasthan,Ahu,52.6,1956.0,Wikipedia,3600.0,Ahu,tier1_existing,1.278387
Benthali Dam,24.6211,76.9722,Rajasthan,Benthali,37.28,1965.0,"NRLD_2019 (score=0.60, method=first_word_match)",3780.0,Parbati,tier3_nearest,9.37
Chakan Dam,25.8006,76.2322,Rajasthan,Chakan,12.89,1849.0,"NRLD_2019 (score=0.60, method=first_word_match)",3437.0,Chakan,tier1_existing,0.07214999999999999
Gararda Dam,25.2839,75.5081,Rajasthan,Gararda,44.38,2010.0,"NRLD_2019 (score=0.60, method=first_word_match)",3783.0,Manoli,tier1_existing,0.020313
Gulandi Dam,24.3686,76.5817,Rajasthan,Gulandi,13.37,,Not found,3591.0,Parvan,tier3_nearest,6.49
Hindlot Dam,24.5603,76.9433,Rajasthan,Retri Nadi,16.18,2008.0,"NRLD_2019 (score=0.60, method=first_word_match)",3778.0,Parbati,tier3_nearest,11.71
Deopura Dam,25.8018,76.3431,Rajasthan,Nahari,8.188,1981.0,"NRLD_2019 (score=0.60, method=first_word_match)",3437.0,Chakan,tier3_nearest,4.06
Silibari Dam,27.3342,76.5469,Rajasthan,Roop Rail,5.634,1990.0,"NRLD_2019 (score=0.60, method=first_word_match)",3520.0,Barah,tier3_nearest,8.04
Reriya Dam,27.1269,76.5883,Rajasthan,Sawa,5.295,1992.0,"NRLD_2019 (score=0.60, method=first_word_match)",3510.0,Banganga,tier3_nearest,3.22
Baretha Bund Dam,26.8975,77.3725,Rajasthan,Gambhiri,52.638,1897.0,"NRLD_2019 (score=0.60, method=first_word_match)",3489.0,Kakund,tier3_nearest,6.93
Basundni Dam,25.7169,75.1086,Rajasthan,Khari,7.78,1981.0,"NRLD_2019 (score=0.60, method=first_word_match)",3698.0,Khari,tier1_existing,0.264291
Gosunda Dam,24.8264,74.5233,Rajasthan,Banas,75.47,,Not found,3734.0,Berach,tier1_existing,0.018315
Bishan Samand Dam,26.8256,76.8294,Rajasthan,Gambhir,115.5,,Not found,3509.0,Gambhir,tier2_river_name,5.1
Murliya Dam,24.7044,74.6406,Rajasthan,Local Nalla,9.62,1968.0,"NRLD_2019 (score=0.60, method=first_word_match)",3737.0,Gambhiri,tier3_nearest,7.77
Shakargarh Dam,25.4639,75.2831,Rajasthan,Local Nalla,4.306,2000.0,"NRLD_2019 (score=0.60, method=first_word_match)",3727.0,Mej,tier3_nearest,3.97
Machlana Dam,24.0394,74.93,Rajasthan,Local,4.2,,Not found,3638.0,Sau,tier3_nearest,5.08
Umed Sagar Dam,25.2006,76.7569,Rajasthan,Khari,18.6,1917.0,"NRLD_2019 (score=0.60, method=first_word_match)",3770.0,Khul,tier1_existing,1.7681189999999998
Kalisindh Dam Phase-I Dam,24.4815,76.2242,Rajasthan,Kalisindh,5437.0,2004.0,Wikipedia,3563.0,Kali Sindh,tier1_existing,0.27727799999999997
Barwa Sagar Dam,25.3803,78.7478,Uttar Pradesh,Barwa Nala,24.5,1694.0,"NRLD_2019 (score=0.60, method=first_word_match)",3463.0,Betwa,tier3_nearest,6.43
Magar Pur Dam,25.2875,78.8611,Uttar Pradesh,Local Stream,2.46,1694.0,"NRLD_2019 (score=0.60, method=first_word_match)",3457.0,Betwa,tier3_nearest,14.28
Pachwara Lake Dam,25.3669,79.0453,Uttar Pradesh,Local,6.15,1694.0,"NRLD_2019 (score=0.60, method=first_word_match)",4137.0,Lakheri,tier3_nearest,11.85
Parichha Dam,25.5167,78.7792,Uttar Pradesh,Betwa,78.76,1886.0,"NRLD_2019 (score=0.60, method=first_word_match)",3464.0,Betwa,tier1_existing,0.13086899999999999
Dhekwan Dam,25.1878,78.5458,Uttar Pradesh,Betwa,57.8,1909.0,"NRLD_2019 (score=0.60, method=first_word_match)",4159.0,Betwa,tier1_existing,0.104673
Pahuj Dam,25.5031,78.535,Uttar Pradesh,Pahuj,18.25,1909.0,"NRLD_2019 (score=0.60, method=first_word_match)",3459.0,Pahuj,tier1_existing,0.27994199999999997
Sukhra Dam,24.795,82.2767,Uttar Pradesh,Sukhara Nala,7.36,1909.0,"NRLD_2019 (score=0.60, method=first_word_match)",4053.0,Belan,tier3_nearest,3.7
Lachura Dam,25.3192,79.2794,Uttar Pradesh,Sunhari,20.64,1910.0,"NRLD_2019 (score=0.60, method=first_word_match)",4133.0,Dhasan,tier1_existing,0.290487
Siori Lake Dam,25.3142,79.0917,Uttar Pradesh,Lakheri,7.82,1911.0,"NRLD_2019 (score=0.60, method=first_word_match)",4128.0,Kurai,tier3_nearest,7.96
Pahari Dam,25.2322,79.135,Uttar Pradesh,Dhasan,47.8,1912.0,"NRLD_2019 (score=0.60, method=first_word_match)",4130.0,Kurai,tier1_existing,1.8370499999999998
Gangau Dam,24.6261,79.8592,Madhya Pradesh,Ken,58.472,1915.0,Wikipedia,4274.0,Ken,tier1_existing,0.13508699999999998
Ghori Dam,24.9364,82.4281,Uttar Pradesh,Ghori,13.79,1915.0,"NRLD_2019 (score=0.60, method=first_word_match)",4055.0,Belan,tier3_nearest,7.78
Kotra Khambha Dam,25.2233,81.4247,Uttar Pradesh,Harai,3.75,1915.0,"NRLD_2019 (score=0.60, method=first_word_match)",4232.0,Yamuna,tier3_nearest,4.87
Khapatia Dam,25.2136,81.3717,Uttar Pradesh,Borega,8.08,1916.0,"NRLD_2019 (score=0.60, method=first_word_match)",4232.0,Yamuna,tier3_nearest,7.22
Dhandhraul Dam,24.6094,83.1664,Uttar Pradesh,Ghaghar,144.144,1917.0,"NRLD_2019 (score=0.60, method=first_word_match)",3964.0,Son,tier1_existing,0.308469
Majhgawan Dam,25.1853,79.5406,Uttar Pradesh,Gunchi Nala,25.46,1917.0,"NRLD_2019 (score=0.60, method=first_word_match)",4108.0,Betwa,tier3_nearest,9.63
Dongia Dam,24.9033,83.0089,Uttar Pradesh,Garai,28.33,1918.0,"NRLD_2019 (score=0.60, method=first_word_match)",3973.0,Belan,tier3_nearest,15.54
Barwar Dam,25.5147,79.1494,Uttar Pradesh,Bora,33.78,1923.0,"NRLD_2019 (score=0.60, method=first_word_match)",4137.0,Lakheri,tier1_existing,1.810188
Rampur Kalyangarh Dam,25.0239,81.0361,Uttar Pradesh,Local,1.85,1958.0,"NRLD_2019 (score=0.60, method=first_word_match)",4079.0,Tons,tier3_nearest,8.09
Bhainsora Dam,24.7806,83.2203,Uttar Pradesh,Marhwa Nala,19.83,1926.0,"NRLD_2019 (score=0.60, method=first_word_match)",3964.0,Son,tier3_nearest,19.62
Jaiwanti Dam,25.1856,81.2178,Uttar Pradesh,Jaiwanti,9.43,1928.0,"NRLD_2019 (score=0.60, method=first_word_match)",4256.0,Yamuna,tier3_nearest,10.5
Khandeha Dam,25.1839,81.2672,Uttar Pradesh,Dashrath Nala,26.94,1929.0,"NRLD_2019 (score=0.60, method=first_word_match)",4256.0,Yamuna,tier3_nearest,13.02
Aunjhar Dam,25.1872,81.3244,Uttar Pradesh,Aunjhar,6.116,1930.0,"NRLD_2019 (score=0.60, method=first_word_match)",4232.0,Yamuna,tier3_nearest,12.04
Bardha Dam,25.2203,81.1522,Uttar Pradesh,Bardha Nala,7.8,1930.0,"NRLD_2019 (score=0.60, method=first_word_match)",4256.0,Yamuna,tier3_nearest,7.1
Kohar Gaddi Dam,27.6153,82.6542,Uttar Pradesh,Bhabhar Nala,12.543,1930.0,"NRLD_2019 (score=0.60, method=first_word_match)",,,unassigned,23.09
Raipura Dam,25.2908,79.7922,Uttar Pradesh,Arjun Nala,12.453,1930.0,"NRLD_2019 (score=0.60, method=first_word_match)",4140.0,Urmal,tier3_nearest,17.27
Nagwa Dam,24.6722,83.3797,Uttar Pradesh,Karmnasa,154.48,1950.0,"NRLD_2019 (score=0.60, method=first_word_match)",4614.0,Son,tier3_nearest,18.03
Bhonka Dam,25.0683,82.575,Uttar Pradesh,Bhonka,8.5,1951.0,"NRLD_2019 (score=0.60, method=first_word_match)",4038.0,Ganga,tier3_nearest,9.8
Saprar Dam,25.2089,79.0994,Uttar Pradesh,Saprar,76.2,1952.0,"NRLD_2019 (score=0.60, method=first_word_match)",4128.0,Kurai,tier1_existing,1.281939
Govind Sagar Dam,24.6742,78.4194,Uttar Pradesh,Shahjad,96.884,1953.0,"NRLD_2019 (score=0.60, method=first_word_match)",4160.0,Jamni,tier1_existing,0.40814700000000004
Ahraura Dam,25.0,83.0319,Uttar Pradesh,Garai,60.24,1954.0,"NRLD_2019 (score=0.60, method=first_word_match)",3970.0,Karmanasa,tier3_nearest,5.33
Kabrai Dam,25.4086,79.9731,Uttar Pradesh,Magaria,14.617,1955.0,"NRLD_2019 (score=0.60, method=first_word_match)",4266.0,Shyam,tier3_nearest,7.46
Naugarh Dam,24.8622,83.3461,Uttar Pradesh,Karmnasa,173.396,1956.0,"NRLD_2019 (score=0.60, method=first_word_match)",,,unassigned,33.16
Arjun Dam,25.3864,79.6761,Uttar Pradesh,Arjun,69.206,1957.0,"NRLD_2019 (score=0.60, method=first_word_match)",4108.0,Betwa,tier3_nearest,16.25
Baghel Khand Dam,27.6214,82.4158,Uttar Pradesh,Jamunahwa,2.72,1957.0,"NRLD_2019 (score=0.60, method=first_word_match)",4759.0,Sotwa,tier3_nearest,17.89
Barwatola Dam,24.0614,83.1142,Uttar Pradesh,Local Stream,2.058,1957.0,"NRLD_2019 (score=0.60, method=first_word_match)",4610.0,Kanhar,tier3_nearest,14.01
Rajkhar Dam,24.2286,83.1927,Uttar Pradesh,Local Stream,1.7,1957.0,"NRLD_2019 (score=0.60, method=first_word_match)",4611.0,Kanhar,tier3_nearest,7.81
Rangawan Dam,24.6869,79.8586,Madhya Pradesh,Bannel Nala,164.238,1988.0,Wikipedia,4276.0,Banne,tier1_existing,0.324453
Banghoghwa Dam,27.7936,82.1375,Uttar Pradesh,Dagwara,2.809,1958.0,"NRLD_2019 (score=0.60, method=first_word_match)",4750.0,Rapti,tier3_nearest,18.03
Dhartidolwa Dam,24.45,83.3358,Uttar Pradesh,Local,0.793,1958.0,"NRLD_2019 (score=0.60, method=first_word_match)",4614.0,Son,tier3_nearest,3.39
Jirgo Dam,25.0492,82.9533,Uttar Pradesh,Jirgo,150.85,1958.0,"NRLD_2019 (score=0.60, method=first_word_match)",4039.0,Ganga,tier1_existing,0.795426
Khairman Dam,27.7686,82.2242,Uttar Pradesh,Henga Nala,5.051,1958.0,"NRLD_2019 (score=0.60, method=first_word_match)",4750.0,Rapti,tier3_nearest,17.3
Rampur Dam,27.8539,82.0575,Uttar Pradesh,Goinghawa Nala,10.5,1958.0,"NRLD_2019 (score=0.60, method=first_word_match)",4750.0,Rapti,tier3_nearest,16.22
